time	TriggeredState-name	TriggeredState-state	[00].VehicleUpdate-pos.001	[00].VehicleUpdate-pos.002	[00].VehicleUpdate-pos.003	[00].VehicleUpdate-pos.004	[00].VehicleUpdate-pos.005	[00].VehicleUpdate-pos.006	[00].VehicleUpdate-speed.001	[00].VehicleUpdate-speed.002	[00].VehicleUpdate-speed.003	[00].VehicleUpdate-speed.004	[00].VehicleUpdate-speed.005	[00].VehicleUpdate-speed.006	[00].VehicleUpdate-accel.001	[00].VehicleUpdate-accel.002	[00].VehicleUpdate-accel.003	[00].VehicleUpdate-accel.004	[00].VehicleUpdate-accel.005	[00].VehicleUpdate-accel.006	[00].VehicleUpdate-consumption	[00].VehicleUpdate-accelerator	[00].VehicleUpdate-brake	Last_TimeMarker
0.7	null	null	-1724.94248747	7784.09457932	-0.0307104598692	-1.57077247156	-0.00730421946331	1.58876103858e-05	0.263118386269	0.000305570720229	0.00183481210843	0.000209180652746	-0.00863835867494	5.67065944779e-05	1.15709793568	0.00272559025325	-0.0252924337983	0.00192260323092	-0.00619369186461	0.00120054744184	5.73769511902e-07	0.47057390213	0	
0.75	null	null	-1724.94248535	7784.0775306	-0.0313127045015	-1.57075838964	-0.00783750212479	1.93552899231e-05	0.335022866726	0.000430144980783	0.000267613970209	0.000296763522783	-0.0099716912955	7.05748534529e-05	1.33737063408	0.00293072545901	-0.0239374320954	0.00207828637213	-0.00854886788875	0.000749911530875	5.98134363372e-07	0.493974357843	0	
0.8	null	null	-1724.9424832	7784.05959716	-0.0318915732973	-1.57074226424	-0.00831394660512	2.24724268294e-05	0.400366425514	0.000551330624148	-0.000992547837086	0.000379134493414	-0.00955558754504	6.96747229085e-05	1.38954126835	0.00354511104524	-0.0205669794232	0.00245284358971	0.0180349890143	0.00102940027136	6.19420859493e-07	0.512265563011	0	
0.85	null	null	-1724.9424806	7784.03872096	-0.0324277474752	-1.57072216089	-0.00874685959494	2.54275803227e-05	0.467537939548	0.000685819191858	-0.00204825866967	0.000468901562272	-0.00849967543036	6.41501246719e-05	1.42875421047	0.00434469850734	-0.0156411342323	0.0029140424449	0.0284068547189	0.0017307967646	6.3919560489e-07	0.52800911665	0	
0.9	null	null	-1724.94247722	7784.01435816	-0.0328976042656	-1.5706971703	-0.00913069690734	2.82532513085e-05	0.537637293339	0.000837110739667	-0.0028905889485	0.000570476171561	-0.00740867853165	5.90406634728e-05	1.46717095375	0.0051099229604	-0.0117118116468	0.0033939385321	0.0284976828843	0.00237637315877	6.55207884392e-07	0.540681600571	0	
0.95	null	null	-1724.94247116	7783.98165486	-0.0333434661262	-1.57066181889	-0.00951337691163	3.15352459694e-05	0.621691823006	0.001043975004	-0.00363867427222	0.00069775688462	-0.00616184296086	7.27282749722e-05	1.52560305595	0.00482563348487	-0.00649508461356	0.00331056769937	0.0213328488171	0.00115209945943	6.70716758577e-07	0.552693605423	0	
1	null	null	-1724.94246411	7783.94986112	-0.0336211262273	-1.57062561263	-0.00978338802283	3.40864748311e-05	0.695516765118	0.00122534204274	-0.00403364468366	0.000821046472993	-0.00499130599201	6.9945344876e-05	1.55352890491	0.00567426951602	-0.00333025446162	0.00409155990928	0.0244835577905	0.00217624986544	6.8343700832e-07	0.562729537487	0	
1.05	null	null	-1724.942455	7783.91374478	-0.0337924368588	-1.5705822855	-0.010001273703	3.66724784641e-05	0.772334933281	0.00142396276351	-0.00439159432426	0.000957618816756	-0.00385673996061	7.56448353059e-05	1.58171892166	0.0061260596849	-0.00505480635911	0.00436598574743	0.0211538523436	0.00237231981009	6.94536367973e-07	0.571437239647	0	
1.1	null	null	-1724.94244374	7783.87513661	-0.0338628149273	-1.57053379673	-0.0101637626927	3.9285300653e-05	0.848033964634	0.00162486336194	-0.00486159464344	0.00109385047108	-0.00295043014921	7.86961463746e-05	1.60068488121	0.00747066736221	-0.00897690095007	0.00546050071716	0.0192398503423	0.00409755390137	7.02049987922e-07	0.577331662178	0	
1.15	null	null	-1724.9424264	7783.82499856	-0.0338508712289	-1.57046786926	-0.0103041426054	4.27136895008e-05	0.938415408134	0.00188451283611	-0.0056687979959	0.00127572263591	-0.00208818539977	9.39672972891e-05	1.62992024422	0.00609166035429	-0.0155380107462	0.00394614646211	0.0092596039176	0.000411474524299	7.11379527729e-07	0.584583580494	0	
1.2	null	null	-1724.94240726	7783.77798241	-0.0337939670648	-1.5704034643	-0.0103952769856	4.56354078266e-05	1.01694488525	0.00211717421189	-0.00663481233642	0.00143219390884	-0.00170305103529	9.73958958639e-05	1.64691138268	0.0069902157411	-0.0202383119613	0.0046700425446	0.00519539788365	0.00121221435256	7.18860519555e-07	0.590452373028	0	
1.25	null	null	-1724.94238321	7783.72718388	-0.0337216491271	-1.57033134141	-0.0104713111725	4.86180716002e-05	1.09631621838	0.00235924380831	-0.00773617066443	0.00159464869648	-0.00142693112139	9.98023460852e-05	1.66218960285	0.00821764115244	-0.0216685850173	0.00563926296309	0.00557358656079	0.00265020597726	7.25539621271e-07	0.595696687698	0	
1.3	null	null	-1724.94235327	7783.67256291	-0.0336393750896	-1.57025116578	-0.0105340250432	5.17330205889e-05	1.17647087574	0.00260814116336	-0.00884761009365	0.00176119746175	-0.00114319275599	9.99772164505e-05	1.67450487614	0.00994936749339	-0.0214338917285	0.00681367702782	0.00740091642365	0.0049307551235	7.30114720682e-07	0.599272787571	0	
1.35	null	null	-1724.94230941	7783.60396619	-0.0335262199124	-1.57014703661	-0.0105880681422	5.57203747071e-05	1.27068352699	0.00291482661851	-0.0101040983573	0.00197555939667	-0.00075955374632	0.00011476646614	1.68696641922	0.00805894657969	-0.0210988800973	0.0045056771487	0.00712586194277	0.000326576206135	7.31909779006e-07	0.600844621658	0	
1.4	null	null	-1724.94226289	7783.5409706	-0.0334107617067	-1.57004857143	-0.0106162898718	5.91235970949e-05	1.35174918175	0.00318142585456	-0.0111528933048	0.00215484458022	-0.000407919404097	0.000117402967589	1.69029581547	0.00910061970353	-0.0210888627917	0.00516924448311	0.00729697011411	0.00126211938914	7.32211219656e-07	0.601157307625	0	
1.45	null	null	-1724.94220747	7783.47408925	-0.0332788330693	-1.56994103931	-0.0106282459852	6.23227393035e-05	1.43293249607	0.00344466441311	-0.0122069111094	0.00235010683537	-0.000110632019641	0.000108821572212	1.6917372942	0.0103480946273	-0.0227115284652	0.00610034260899	0.00444262800738	0.00285574118607	7.32348325982e-07	0.601303339005	0	
1.5	null	null	-1724.94214181	7783.40331505	-0.0331444130768	-1.56982418202	-0.0106306877587	6.55792386215e-05	1.51414096355	0.00371185853146	-0.0133907813579	0.00253191939555	-2.88889641524e-05	0.000111370951345	1.69165182114	0.0119739556685	-0.0261443294585	0.00694089056924	-0.000331384158926	0.00492995465174	7.32176147267e-07	0.601109683514	0	
1.55	null	null	-1724.94204914	7783.31581863	-0.033011420191	-1.56967650745	-0.0106338134355	6.97680209911e-05	1.60886442661	0.00403107050806	-0.0148981567472	0.00275396672077	-9.44666462601e-05	0.000121901670354	1.69344735146	0.0107205063105	-0.026876334101	0.00523628806695	-0.00218539196067	0.00146774214227	7.33218939786e-07	0.602253913879	0	
1.6	null	null	-1724.94195413	7783.23659329	-0.0329254145993	-1.56954027541	-0.0106407559632	7.34171994503e-05	1.6902025938	0.00430214079097	-0.0161655712873	0.00293829385191	-0.000180223127245	0.000123931327835	1.6945155859	0.0119195412844	-0.0253312177956	0.00580207444727	-0.000709705462214	0.00261678639799	7.3316164162e-07	0.602174162865	0	
1.65	null	null	-1724.94184285	7783.15346245	-0.0328586841635	-1.56939501207	-0.0106494440275	7.72507958417e-05	1.77153253555	0.00457194680348	-0.0173534769565	0.00312145776115	-0.00017032296455	0.00012130226969	1.69409132004	0.0132363056764	-0.0237080734223	0.00620334222913	0.000780091562774	0.0039261537604	7.32944101856e-07	0.601934790611	0	
1.7	null	null	-1724.94171344	7783.06642916	-0.0328027073602	-1.56924077244	-0.0106565790552	8.11528620435e-05	1.85282480717	0.00483893929049	-0.0184748210013	0.00330283003859	-0.000128935149405	0.000115016991913	1.69342768192	0.0146221006289	-0.0226277243346	0.00648435298353	0.000611520779785	0.00529098138213	7.32784201318e-07	0.601762533188	0	
1.75	null	null	-1724.9415369	7782.95996021	-0.0327478735678	-1.56904962531	-0.0106630876528	8.57189117249e-05	1.94762814045	0.00515674147755	-0.0197264570743	0.00352462776937	-0.000108416570583	0.000128319676151	1.69248318672	0.0129390815273	-0.0217343363911	0.00465293833986	0.00019364959735	0.0011930721812	7.32609123588e-07	0.601578354836	0	
1.8	null	null	-1724.94136335	7782.86549114	-0.0327096681369	-1.56887820505	-0.0106680630524	8.95220611883e-05	2.02800989151	0.0054129390046	-0.0207531526685	0.00369968195446	-0.000101290548628	0.000125613310956	1.6919490099	0.0136808538809	-0.0211415272206	0.00474463170394	0.000176062851097	0.00164761673659	7.32463718123e-07	0.601421296597	0	
1.85	null	null	-1724.94116127	7782.76509434	-0.0326772092475	-1.5686945659	-0.010672726466	9.34116903667e-05	2.1100564003	0.00566842081025	-0.0217756032944	0.0038757796865	-9.03835025383e-05	0.000125139515148	1.69137358665	0.0139999901876	-0.0206574965268	0.00436623487622	0.00027848771424	0.00126891140826	7.32323371722e-07	0.601270437241	0	
1.9	null	null	-1724.94093431	7782.66181538	-0.0326502278227	-1.56850454029	-0.0106767433115	9.71856602301e-05	2.191229105	0.00591041194275	-0.0227658320218	0.00404180353507	-7.66058437875e-05	0.000120332049846	1.69042921066	0.0144657809287	-0.0202757958323	0.00404036045074	0.000433652341599	0.00119531888049	7.31682860078e-07	0.600564718246	0	
1.95	null	null	-1724.94063544	7782.5375458	-0.0326228888315	-1.56827503513	-0.010679729316	0.00010137000476	2.28497385979	0.00617968570441	-0.0238860622048	0.00422858865932	-3.65856431017e-05	0.000122033416119	1.68975245953	0.0145401209593	-0.0199062377214	0.00354086700827	-7.99470290076e-05	0.000423670950113	7.32148350835e-07	0.601092755795	0	
2	null	null	-1724.94033631	7782.42350444	-0.0326030123094	-1.56806397252	-0.0106820570623	0.000105113312463	2.36779475212	0.00640397751704	-0.0248565468937	0.00438515841961	-5.81098647672e-05	0.000122386743897	1.68992483616	0.014856794849	-0.0195000246167	0.00314276502468	-0.000249875010923	6.70905938023e-05	7.32014768801e-07	0.600939691067	0	
2.05	null	null	-1724.94000864	7782.30785567	-0.0325877698079	-1.56784995965	-0.0106849037603	0.000108747745414	2.44889593124	0.00661069061607	-0.0257927197963	0.00452886195853	-5.36355328222e-05	0.000118567229947	1.68753063679	0.0149825811386	-0.0192493498325	0.00254910020158	0.00112646061461	-0.000577524420805	7.30466297227e-07	0.59945243597	0	
2.1	null	null	-1724.93964427	7782.18832	-0.0325719834978	-1.56762929614	-0.0106854577263	0.000112151252888	2.52979111671	0.00680158473551	-0.0267160907388	0.00466172350571	2.73370133073e-05	0.000112686815555	1.68292820454	0.0145926913247	-0.0192198920995	0.00162843475118	0.00187644804828	-0.00199323776178	7.27069505047e-07	0.596762359142	0	
2.15	null	null	-1724.93916962	7782.04396984	-0.0325470015283	-1.5673643539	-0.0106792396196	0.000115546635261	2.62371611595	0.00699673080817	-0.0277732722461	0.0047957925126	0.000173658525455	0.000101049939985	1.67405426502	0.0155774923041	-0.0191400330514	0.00184382183943	0.00183102639858	-0.000653219409287	7.25345955743e-07	0.595459461212	0	
2.2	null	null	-1724.93871767	7781.91608721	-0.0325100488015	-1.56713136219	-0.0106610868515	0.000118320648435	2.70153403282	0.00713832490146	-0.0286459513009	0.0048961173743	0.00137452152558	8.72172677191e-05	1.5010613203	0.0149787925184	-0.0196984689683	0.00065492966678	0.0760682448745	-0.00219379854389	7.31547288524e-07	0.594454228878	0	
2.25	null	null	-1724.93822839	7781.78609437	-0.0323247291331	-1.56689673884	-0.0105351034547	0.000120073886815	2.77300429344	0.00725062284619	-0.0294352658093	0.00497372681275	0.00340337050147	7.14503912604e-05	1.50636672974	0.0143891330808	-0.0259641855955	-0.000192665131181	0.0105104912072	-0.00314787658863	7.53664721742e-07	0.593414187431	0	
2.3	null	null	-1724.93768936	7781.6512929	-0.0321159301209	-1.56665621909	-0.0103790621029	0.000121369986404	2.84557652473	0.00734671903774	-0.0301560368389	0.00504612596706	0.0028116456233	7.72826824686e-05	1.52680456638	0.0137715768069	-0.0210851244628	-0.000859533203766	-0.0289113689214	-0.00429182173684	7.85562178862e-07	0.599232792854	0	
2.35	null	null	-1724.93700059	7781.48954089	-0.0319899171961	-1.56637166034	-0.0102680285594	0.000123150765882	2.93185472488	0.00742647005245	-0.030744323507	0.0051062097773	0.00122502050363	6.6921551479e-05	1.55897796154	0.0154808750376	-0.0119284335524	-0.000193151150597	-0.025102796033	-0.00173127034213	8.20051980099e-07	0.604325950146	0	
2.4	null	null	-1724.93635604	7781.34698592	-0.0319588336411	-1.56612500154	-0.0102308379746	0.000124875701468	3.00710225105	0.00748400529847	-0.0310994181782	0.00515307346359	0.00042791836313	6.73961258144e-05	1.58214747906	0.0148788960651	-0.00870199501514	-0.00117033417337	-0.0131376637146	-0.00328500778414	8.49524496971e-07	0.608431398869	0	
2.45	null	null	-1724.9356591	7781.2007771	-0.0319527585656	-1.56587645251	-0.0102215883866	0.000126559578247	3.08341860771	0.00753529975191	-0.0315237753093	0.00519892992452	1.15447965072e-05	8.55622420204e-05	1.60269641876	0.0131926154718	-0.0105332881212	-0.00271832267754	-0.00841407291591	-0.00670229597017	8.79558513134e-07	0.612792491913	0	
2.5	null	null	-1724.93490757	7781.05086874	-0.0319603044035	-1.56562649074	-0.010230328134	0.00012805407618	3.16081118584	0.00756609626114	-0.0321413315833	0.00522526167333	-0.000339902646374	8.42823137646e-05	1.62015175819	0.0107031343505	-0.0139667782933	-0.00485079083592	-0.00583897018805	-0.0114744165912	9.07807930162e-07	0.615121126175	0	
2.55	null	null	-1724.93395901	7780.87124317	-0.0319883356818	-1.56533474455	-0.0102580524928	0.000127984560541	3.25212144852	0.00754063483328	-0.0331341847777	0.00519769778475	-0.000614023592789	1.66516565514e-05	1.63961184025	0.0142407370731	-0.0177985820919	-0.00293400534429	-0.00398211926222	-0.00496543338522	9.39581809689e-07	0.616577804089	0	
2.6	null	null	-1724.93308181	7780.71318483	-0.0320276857835	-1.56508522798	-0.0102910006201	0.000127106838324	3.33109927177	0.00751547468826	-0.0341303385794	0.00518568372354	-0.000738866918255	1.32252862386e-05	1.65159869194	0.0127492109314	-0.0188042279333	-0.00423918152228	-0.00204531592317	-0.00721052801237	9.6631094948e-07	0.617388665676	0	
2.65	null	null	-1724.93214354	7780.55131944	-0.0320772988351	-1.56483697559	-0.01032828163	0.000125713540619	3.41062664986	0.00746639957651	-0.0351495966315	0.00515906792134	-0.000801382411737	1.88497015188e-05	1.66150271893	0.0108127137646	-0.0183308981359	-0.00570762250572	-0.000750842853449	-0.0101420506835	9.9229339412e-07	0.617607295513	0	
2.7	null	null	-1724.93114245	7780.3856247	-0.0321320739534	-1.56459085925	-0.0103673384331	0.000123832233966	3.49059867859	0.00738561106846	-0.0361431203783	0.00510957557708	-0.000818123633508	1.5759605958e-05	1.66994833946	0.00594586879015	-0.0175778064877	-0.00944655574858	8.31351280794e-05	-0.0179769936949	1.01766636362e-06	0.617427170277	0	
2.75	null	null	-1724.92990521	7780.18924277	-0.0321955127543	-1.56431193969	-0.0104122179834	0.000118550413363	3.58351302147	0.00717262178659	-0.0372569598258	0.00494340155274	-0.000791915401351	-0.000107572159322	1.67727351189	0.00943090301007	-0.0170036777854	-0.0077097681351	0.00105551595334	-0.00966732855886	1.04634023046e-06	0.616881430149	0	
2.8	null	null	-1724.92875234	7780.01340046	-0.0322468210973	-1.56407530376	-0.0104493621459	0.00011160722164	3.66501808167	0.00696198968217	-0.0382131412625	0.0047968593426	-0.0007369571249	-0.000131231019623	1.68221712112	0.00685385521501	-0.0169425830245	-0.00917216297239	0.00167426187545	-0.0116568878293	1.07062828647e-06	0.616003215313	0	
2.85	null	null	-1724.92755764	7779.8373488	-0.0322909188062	-1.56385114443	-0.0104825785865	0.000104142349602	3.74505448341	0.00672700349241	-0.0391403995454	0.00464659044519	-0.000666127423756	-9.83063000604e-05	1.68721079826	0.0035925868433	-0.0169838983566	-0.0108454152942	0.00134732073639	-0.0149653209373	1.09458392217e-06	0.615505218506	0	
